id,movie_name,directors,actors,movie_rating,genre,duration
7510,The Hard Truth,Kristine Peterson,"Yvonne Farrow, Nicholas Cascone, Ray Baker",4.7,"Action, Crime, Thriller",100 min 
7511,Highlander: The Final Dimension,Andrew Morahan,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger",4.3,"Action, Fantasy, Romance",99 min 
7512,Hong Kong 97,Albert Pyun,"Robert Patrick, Brion James, Tim Thomerson",5.7,"Action, Drama, Thriller",91 min 
7513,The New Legend of Shaolin,Jing Wong,"Jet Li, Chingmy Yau, Deannie Yip",6.3,"Action, Adventure, Comedy",95 min 
7514,Treasure Hunt,Jeffrey Lau,"Yun-Fat Chow, Chien-Lien Wu, Chia-Hui Liu",6.3,"Action, Fantasy, Romance",111 min 
7515,Once Upon a Time in China V,Hark Tsui,"Wenzhuo Zhao, Rosamund Kwan, Siu Chung Mok",6.2,Action,101 min 
7516,Burning Paradise,Ringo Lam,"Willie Chi, John Ching, Yamson Domingo",7.1,"Adventure, Action, Fantasy",104 min 
7517,I Love Trouble,Charles Shyer,"Nick Nolte, Julia Roberts, Saul Rubinek",5.2,"Action, Comedy, Romance",123 min 
7518,Immortal Combat,Dan Neira,"Shin'ichi Chiba, Roddy Piper, Meg Foster",4.3,"Action, Adventure",109 min 
7519,Fist of Legend,Gordon Chan,"Jet Li, Shinobu Nakayama, Siu-Ho Chin",7.6,"Action, Drama",103 min 
7520,Kickboxer 4: The Aggressor,Albert Pyun,"Sasha Mitchell, Kamel Krifa, Brad Thornton",4.0,"Action, Sport, Thriller",90 min 
7521,The Killing Machine,David Mitchell,"Jeff Wincott, Michael Ironside, Terri Hawkes",4.6,"Action, Crime, Drama",100 min 
7522,Lion Strike,Rick Jacobson,"Don 'The Dragon' Wilson, Bobbie Phillips, Marcus Aurelius",5.0,Action,90 min 
7523,Lipstick Camera,Mike Bonifer,"Brian Wimmer, Ele Keats, Corey Feldman",4.0,"Action, Thriller",91 min 
7524,Lipstick Camera,Mike Bonifer,"Brian Wimmer, Ele Keats, Corey Feldman",4.0,"Action, Thriller",91 min 
7525,Lost in Africa,Stewart Raffill,"Jennifer McComb, Ashley Hamilton, Mohamed Nangurai",5.0,"Action, Adventure",100 min 
7526,A Low Down Dirty Shame,Keenen Ivory Wayans,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith",5.8,"Action, Comedy, Crime",100 min 
7527,Lurking Fear,C. Courtney Joyner,"Jon Finch, Blake Adams, Ashley Laurence",4.7,"Action, Horror",76 min 
7528,Maverick,Richard Donner,"Mel Gibson, Jodie Foster, James Garner",7.0,"Action, Adventure, Comedy",127 min 
7529,Men of War,Perry Lang,"Dolph Lundgren, Charlotte Lewis, BD Wong",5.7,"Action, Drama, Thriller",102 min 
7530,Metal Skin,Geoffrey Wright,"Aden Young, Tara Morice, Nadine Garner",6.2,"Action, Drama, Romance",115 min 
7531,Mohra,Rajiv Rai,"Naseeruddin Shah, Akshay Kumar, Sunil Shetty",7.1,"Action, Drama, Thriller",177 min 
7532,Natural Causes,James Becket,"Janis Paige, Ken Wisan, Joke Tachalom",5.2,"Action, Drama, Thriller",90 min 
7533,New Crime City,Jonathan Winfrey,"Rick Rossovich, Stacy Keach, Sherrie Rose",3.7,"Action, Sci-Fi",86 min 
7534,The Next Karate Kid,Christopher Cain,"Pat Morita, Hilary Swank, Michael Ironside",4.2,"Action, Drama, Family",107 min 
7535,Night of the Archer,Paul Nicholas,"Vladimir Oktavec, Avital Dicker, Barbara Carrera",4.3,"Action, Drama, Thriller",95 min 
7536,No Escape,Martin Campbell,"Ray Liotta, Lance Henriksen, Stuart Wilson",6.0,"Action, Drama, Sci-Fi",118 min 
7537,On Deadly Ground,Steven Seagal,"Steven Seagal, Michael Caine, Joan Chen",4.3,"Action, Adventure, Thriller",101 min 
7538,One Man Army,Cirio H. Santiago,"Jerry Trimble, Melissa Moore, Dennis Hayden",3.8,"Action, Crime",79 min 
7539,Phantasm III: Lord of the Dead,Don Coscarelli,"Reggie Bannister, A. Michael Baldwin, Bill Thornbury",6.0,"Action, Horror, Sci-Fi",91 min 
7540,Police Rescue,Michael Carson,"Gary Sweet, Zoe Carides, Steve Bastoni",5.5,"Action, Crime",94 min 
7541,Police Rescue,Michael Carson,"Gary Sweet, Zoe Carides, Steve Bastoni",5.5,"Action, Crime",94 min 
7542,7 jin gong,Siu-Tung Ching,"Michelle Yeoh, Ning Li, Andy Chi-On Hui",5.9,Action,90 min 
7543,Rapa Nui,Kevin Reynolds,"Jason Scott Lee, Esai Morales, Sandrine Holt",6.4,"Action, Adventure, Drama",107 min 
7544,Raw Justice,David A. Prior,"David Keith, Robert Hays, Pamela Anderson",3.8,"Action, Thriller",92 min 
7545,Red Scorpion 2,Michael Kennedy,"Matt McColm, John Savage, Jennifer Rubin",3.4,Action,95 min 
7546,Ring of Steel,David Frost,"Joe Don Baker, Carol Alt, Robert Chapin",5.3,"Action, Drama",94 min 
7547,The River Wild,Curtis Hanson,"Meryl Streep, Kevin Bacon, David Strathairn",6.3,"Action, Adventure, Crime",111 min 
7548,The Road Killers,Deran Sarafian,"Christopher Lambert, Craig Sheffer, David Arquette",4.9,"Action, Crime, Drama",89 min 
7549,The Shadow,Russell Mulcahy,"Alec Baldwin, John Lone, Penelope Ann Miller",6.0,"Action, Adventure, Crime",108 min 
7550,47 Ronin,Kon Ichikawa,"Ken Takakura, Kiichi Nakai, Rie Miyazawa",6.7,"Action, Drama",132 min 
7551,Shopping,Paul W.S. Anderson,"Sadie Frost, Jude Law, Sean Pertwee",5.3,"Action, Crime, Drama",87 min 
7552,The Invincibles,Dominik Graf,"Herbert Knaup, Katja Flint, Hansa Czypionka",6.3,"Action, Drama, Thriller",130 min 
7553,Silk Degrees,Armand Garabidian,"Marc Singer, Deborah Shelton, Mark Hamill",4.0,"Action, Drama, Thriller",81 min 
7554,The Specialist,Luis Llosa,"Sylvester Stallone, Sharon Stone, James Woods",5.4,"Action, Crime, Drama",110 min 
7555,Speed,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock",7.2,"Action, Crime, Thriller",116 min 
7556,Star Trek: Generations,David Carson,"Patrick Stewart, William Shatner, Malcolm McDowell",6.6,"Action, Adventure, Mystery",118 min 
7557,Stargate,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson",7.0,"Action, Adventure, Sci-Fi",121 min 
7558,Street Fighter,Steven E. de Souza,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen",3.7,"Action, Adventure, Comedy",102 min 
7559,Surviving the Game,Ernest R. Dickerson,"Rutger Hauer, Ice-T, Charles S. Dutton",6.1,"Action, Adventure, Crime",96 min 
7560,Terminal Velocity,Deran Sarafian,"Charlie Sheen, Nastassja Kinski, James Gandolfini",5.4,"Action, Comedy, Mystery",102 min 
7561,Timecop,Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver",5.8,"Action, Crime, Sci-Fi",99 min 
7562,True Lies,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold",7.2,"Action, Comedy, Thriller",141 min 
7563,The Legend of Drunken Master,Chia-Liang Liu,"Jackie Chan, Ho-Sung Pak, Lung Ti",7.6,"Action, Comedy",102 min 
7564,Unveiled,William Cole,"Lisa Zane, Nick Chinlund, Whip Hubley",6.4,"Action, Drama, Thriller",103 min 
7565,Walker Texas Ranger 3: Deadly Reunion,Michael Preece,"Chuck Norris, Michael Alton, Jonathan Banks",4.8,"Action, Crime, Drama",88 min 
7566,Wyatt Earp,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman",6.6,"Action, Adventure, Biography",191 min 
7567,Xi chu bawang,Stephen Shin,"Ray Lui, Rosamund Kwan, Li Gong",6.9,"Action, Drama, History",123 min 
7568,Wing Chun,Woo-Ping Yuen,"Michelle Yeoh, Donnie Yen, King-Tan Yuen",7.1,"Action, Comedy, Drama",96 min 
7569,Zero Tolerance,Joseph Merhi,"Robert Patrick, Titus Welliver, Mick Fleetwood",5.2,"Action, Crime, Drama",88 min 
7570,The Defender,Corey Yuen,"Jet Li, Christy Chung, Kent Cheng",6.4,Action,92 min 
7571,Zhong ji lie sha,Yen-Ping Chu,"Ray Lui, Shu-fang Lu, Vivian Hsu",5.5,Action,89 min 
7572,Chain of Command,David Worth,"Michael Dudikoff, Todd Curtis, Keren Tishman",4.1,"Action, Thriller",97 min 
7573,The Dallas Connection,Christian Drew Sidaris,"Bruce Penhall, Mark Barriere, Julie Strain",4.3,"Action, Thriller",94 min 
7574,Felony,David A. Prior,"Jeffrey Combs, Ashley Laurence, Leo Rossi",4.0,"Action, Drama, Thriller",93 min 
7575,Asian Cop: High Voltage,Yeung-Wah Kam,"Donnie Yen, Roy Cheung, Edu Manzano",6.1,Action,90 min 
7576,Midnight Confessions,Allan Shustak,"Callie Michael, Steve Michael, Alexa Fiery",3.8,"Action, Drama",81 min 
7577,Midnight Confessions,Allan Shustak,"Callie Michael, Steve Michael, Alexa Fiery",3.8,"Action, Drama",81 min 
7578,Never Say Die,Yossi Wein,"Frank Zagarino, Billy Drago, Jenny McShane",3.9,"Action, Drama, Thriller",99 min 
7579,Saints and Sinners,Paul Mones,"Damian Chapa, Jennifer Rubin, Scott Plank",5.4,"Action, Crime, Drama",100 min 
7580,Beretta's Island,Michael Preece,"Franco Columbu, Ken Kercheval, Elizabeth Kaitan",2.8,"Action, Adventure, Crime",97 min 
7581,Cage II,Lang Elliott,"Candra Adams, Lou Ferrigno, Richard Ardi",4.1,"Action, Drama",106 min 
7582,Yu Yu Hakusho: Fight for the Netherworld,Masakatsu Iijima,"Nozomu Sasaki, Sanae Miyuki, Yuri Amano",7.1,"Animation, Action, Fantasy",91 min 
7583,Dilwale,Harry Baweja,"Ajay Devgn, Sunil Shetty, Raveena Tandon",5.8,"Action, Crime, Drama",172 min 
7584,Dilwale,Harry Baweja,"Ajay Devgn, Sunil Shetty, Raveena Tandon",5.8,"Action, Crime, Drama",172 min 
7585,Aag,K. Ravi Shankar,"Govinda, Shilpa Shetty, Sonali Bendre",4.9,"Action, Adventure",139 min 
7586,Grepor Butch Belgica Story,Toto Natividad,,8.0,Action,110 min 
7587,Hindi pa tapos ang laban,Fernando Poe Jr.,"Fernando Poe Jr., Michelle Aldana, Max Alvarado",5.0,Action,124 min 
7588,Plook mun kuen ma kah 4,Towatchai Ladloy,"Bradford Hutson, Tony Jaa, Jai Janmulltree",4.2,Action,85 min 
7589,Full Impact,David Huey,"Gary Daniels, Kent Ducanon, Linda Bennett",3.4,Action,72 min 
7590,Blown Away,Brenton Spencer,"Corey Haim, Nicole Eggert, Corey Feldman",5.1,"Action, Drama, Romance",92 min 
7591,City Hunter,Jing Wong,"Jackie Chan, Richard Norton, Joey Wang",6.5,"Action, Comedy, Romance",105 min 
7592,Deadly Rivals,James Dodson,"Andrew Stevens, Francesco Quinn, Joseph Bologna",4.0,"Action, Drama, Thriller",92 min 
7593,Excessive Force,Jon Hess,"Thomas Ian Griffith, James Earl Jones, Lance Henriksen",5.1,Action,87 min 
7594,Hard Hunted,Andy Sidaris,"Dona Speir, Roberta Vasquez, Bruce Penhall",3.2,"Action, Adventure, Comedy",97 min 
7595,Khuda Gawah,Mukul Anand,"Amitabh Bachchan, Sridevi, Nagarjuna Akkineni",6.5,"Action, Adventure, Drama",193 min 
7596,Kshatriya,J.P. Dutta,"Sunil Dutt, Rakhee Gulzar, Dharmendra",6.0,"Action, Drama, War",187 min 
7597,Mad Dog Coll,Greydon Clark,"Christopher Bradley, Bruce Nozick, Rachel York",5.4,"Action, Crime, Drama",101 min 
7598,Maniac Cop 3: Badge of Silence,William Lustig,"Robert Davi, Robert Z'Dar, Caitlin Dulany",4.9,"Action, Horror",85 min 
7599,Midnight Witness,Peter Foldy,"Paul Johansson, Maxwell Caulfield, Karen Moncrieff",4.2,"Action, Thriller",90 min 
7600,South Beach,Fred Williamson,"Fred Williamson, Peter Fonda, Gary Busey",3.9,"Thriller, Action, Crime",93 min 
7601,Shootfighter: Fight to the Death,Patrick Alan,"Bolo Yeung, Maryam d'Abo, William Zabka",5.3,Action,100 min 
7602,The Heroic Trio,Johnnie To,"Michelle Yeoh, Anita Mui, Maggie Cheung",6.6,"Action, Fantasy",88 min 
7603,Trouble Bound,Jeffrey Reiner,"Michael Madsen, Patricia Arquette, Sal Jenco",5.7,"Action, Comedy",90 min 
7604,Ulterior Motives,James Becket,"Thomas Ian Griffith, Craig Shugart, David Efron",5.3,"Action, Drama",95 min 
7605,Ulterior Motives,James Becket,"Thomas Ian Griffith, Craig Shugart, David Efron",5.3,"Action, Drama",95 min 
7606,Xin leng xue shi san ying,Dongqin Lu,"Cynthia Khan, Waise Lee, Benjamin Chan",6.7,"Action, Drama",100 min 
7607,Honor and Glory,Godfrey Ho,"Cynthia Rothrock, Donna Jason, John Miller",4.6,Action,84 min 
7608,Alive,Frank Marshall,"Ethan Hawke, Vincent Spano, Josh Hamilton",7.0,"Action, Adventure, Biography",120 min 
7609,American Ninja 5,Bob Bralver,"David Bradley, Lee Reyes, Anne Dupont",2.7,"Action, Comedy",102 min 
7610,Angelfist,Cirio H. Santiago,"Archie Adamos, Catya Sassoon, Ronald Asinas",4.7,"Action, Thriller",80 min 
7611,Another Stakeout,John Badham,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell",5.5,"Action, Comedy, Crime",108 min 
7612,Arctic Blue,Peter Masterson,"Rutger Hauer, Dylan Walsh, Rya Kihlstedt",5.1,"Action, Thriller",95 min 
7613,Arctic Blue,Peter Masterson,"Rutger Hauer, Dylan Walsh, Rya Kihlstedt",5.1,"Action, Thriller",95 min 
7614,Army of One,Vic Armstrong,"Dolph Lundgren, George Segal, Kristian Alfonso",5.6,"Action, Adventure, Crime",106 min 
7615,Aspen Extreme,Patrick Hasburgh,"Paul Gross, Peter Berg, Finola Hughes",5.8,"Action, Drama",113 min 
7616,The Bride with White Hair,Ronny Yu,"Brigitte Lin, Leslie Cheung, Francis Ng",7.2,"Fantasy, Adventure, Romance",92 min 
7617,The Bride with White Hair,Ronny Yu,"Brigitte Lin, Leslie Cheung, Francis Ng",7.2,"Fantasy, Adventure, Romance",92 min 
7618,The Bride with White Hair 2,David Wu,"Brigitte Lin, Leslie Cheung, Christy Chung",6.2,"Action, Fantasy, Romance",80 min 
7619,Batman: Mask of the Phantasm,Eric Radomski,"Kevin Conroy, Dana Delany, Hart Bochner",7.9,"Animation, Action, Adventure",76 min 
7620,Heroes Among Heroes,Chin-Chung Chan,"Donnie Yen, Yuk Wong, Dickson Ga-Sing Lee",6.4,"Action, Drama",91 min 
7621,Heroes Among Heroes,Chin-Chung Chan,"Donnie Yen, Yuk Wong, Dickson Ga-Sing Lee",6.4,"Action, Drama",91 min 
7622,Best of the Best II,Robert Radler,"Eric Roberts, Phillip Rhee, Chris Penn",5.3,"Action, Crime, Drama",101 min 
7623,Bitter Harvest,Duane Clark,"Patsy Kensit, Stephen Baldwin, Jennifer Rubin",4.5,"Action, Comedy, Thriller",98 min 
7624,Blood Warriors,Sam Firstenberg,"David Bradley, Frank Zagarino, Jennifer Campbell",4.5,"Action, Drama",95 min 
7625,Boiling Point,James B. Harris,"Wesley Snipes, Dennis Hopper, Lolita Davidovich",4.9,"Action, Crime, Drama",92 min 
7626,Supercop 2,Stanley Tong,"Michelle Yeoh, Rongguang Yu, Emil Chau",6.2,"Action, Comedy, Crime",104 min 
7627,Future Cops,Jing Wong,"Andy Lau, Jacky Cheung, Aaron Kwok",5.9,"Action, Comedy, Sci-Fi",95 min 
7628,The Bare-Footed Kid,Johnnie To,"Aaron Kwok, Maggie Cheung, Lung Ti",6.8,"Action, Drama",90 min 
7629,Cliffhanger,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker",6.4,"Action, Adventure, Thriller",112 min 
7630,Conflict of Interest,Gary Davis,"Christopher McDonald, Joey Katz, Tabby Hanson",3.9,"Action, Drama",88 min 
7631,Da Vinci's War,Raymond Martino,"Michael Nouri, Joey Travolta, Vanity",4.8,Action,94 min 
7632,Demolition Man,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock",6.6,"Action, Crime, Sci-Fi",115 min 
7633,Dragon Fire,Rick Jacobson,"Dominick LaBanca, Pamela Pond, Kisu",4.2,"Action, Drama, Sci-Fi",90 min 
7634,Dragon: The Bruce Lee Story,Rob Cohen,"Jason Scott Lee, Lauren Holly, Robert Wagner",7.0,"Action, Biography, Drama",120 min 
7635,Enemy Gold,Christian Drew Sidaris,"Bruce Penhall, Mark Barriere, Suzi Simpson",4.2,"Action, Adventure, Thriller",92 min 
7636,Extreme Justice,Mark L. Lester,"Lou Diamond Phillips, Scott Glenn, Chelsea Field",5.4,"Action, Crime, Drama",96 min 
7637,Firepower,Richard Pepin,"Chad McQueen, Gary Daniels, George Murdock",5.3,"Action, Crime",95 min 
7638,Fist of Honor,Richard Pepin,"Sam J. Jones, Joey House, Abe Vigoda",4.4,"Action, Drama",95 min 
7639,Fit to Kill,Andy Sidaris,"Dona Speir, Roberta Vasquez, Bruce Penhall",3.4,"Action, Thriller",97 min 
7640,The Legend,Corey Yuen,"Jet Li, Josephine Siao, Michelle Reis",7.3,"Action, Comedy, History",100 min 
7641,The Legend II,Corey Yuen,"Jet Li, Josephine Siao, Adam Cheng",7.1,"Action, Adventure, Comedy",95 min 
7642,The Fugitive,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward",7.8,"Action, Adventure, Crime",130 min 
7643,Full Contact,Rick Jacobson,"Jerry Trimble, Howard Jackson, Alvin Prouder",6.1,"Action, Crime, Drama",96 min 
7644,Godzilla vs. Mechagodzilla II,Takao Okawara,"Masahiro Takashima, Ryoko Sano, Megumi Odaka",6.6,"Action, Adventure, Drama",105 min 
7645,Gumrah,Mahesh Bhatt,"Sanjay Dutt, Sridevi, Anupam Kher",6.2,"Action, Crime, Drama",149 min 
7646,Hard Target,John Woo,"Jean-Claude Van Damme, Lance Henriksen, Yancy Butler",6.1,"Action, Thriller",97 min 
7647,Heaven & Earth,Oliver Stone,"Hiep Thi Le, Tommy Lee Jones, Haing S. Ngor",6.8,"Action, Biography, Drama",140 min 
7648,Hot Shots! Part Deux,Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino",6.6,"Action, Comedy",86 min 
7649,Once Upon a Time in China IV,Bun Yuen,"Wenzhuo Zhao, Jean Wang, Siu Chung Mok",5.9,Action,102 min 
7650,Once Upon a Time in China IV,Bun Yuen,"Wenzhuo Zhao, Jean Wang, Siu Chung Mok",5.9,Action,102 min 
7651,In the Line of Fire,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo",7.2,"Action, Crime, Drama",128 min 
7652,Al-irhab wal kabab,Sherif Arafa,"Adel Imam, Youssra, Kamal Al-Shennawi",7.5,"Action, Comedy, Crime",105 min 
7653,Judgment Night,Stephen Hopkins,"Emilio Estevez, Cuba Gooding Jr., Denis Leary",6.6,"Action, Crime, Drama",110 min 
7654,Kill Zone,Cirio H. Santiago,"David Carradine, Tony Dorsett, Rob Youngblood",4.4,"Action, War",81 min 
7655,Knights,Albert Pyun,"Kathy Long, Kris Kristofferson, Lance Henriksen",5.0,"Action, Adventure, Sci-Fi",90 min 
7656,Lady Dragon 2,David Worth,"Cynthia Rothrock, Billy Drago, Sam J. Jones",4.2,"Action, Thriller",95 min 
7657,Last Action Hero,John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney",6.2,"Action, Adventure, Comedy",130 min 
7658,Mandroid,Jack Ersgard,"Brian Cousins, Jane Caldwell, Michael Della Femina",3.8,"Action, Sci-Fi",81 min 
7659,The Meteor Man,Robert Townsend,"Robert Townsend, Marla Gibbs, Eddie Griffin",4.9,"Action, Comedy, Fantasy",100 min 
7660,Mr. Nanny,Michael Gottlieb,"Hulk Hogan, Sherman Hemsley, Afa Anoai",3.5,"Action, Comedy, Family",84 min 
7661,Loaded Weapon 1,Gene Quintano,"Emilio Estevez, Samuel L. Jackson, Jon Lovitz",6.1,"Action, Comedy, Crime",84 min 
7662,Ninja Scroll,Yoshiaki Kawajiri,"Stephen Apostolina, Dean Wein, Wendee Lee",7.9,"Animation, Action, Adventure",94 min 
7663,Nowhere to Run,Robert Harmon,"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin",5.5,"Action, Crime, Drama",94 min 
7664,Only the Strong,Sheldon Lettich,"Mark Dacascos, Stacey Travis, Geoffrey Lewis",6.6,"Action, Drama",99 min 
7665,The Outfit,J. Christian Ingvordsen,"Lance Henriksen, Martin Kove, Billy Drago",4.0,"Crime, Action, Thriller",92 min 
7666,Philadelphia Experiment II,Stephen Cornwell,"Brad Johnson, Marjean Holden, Gerrit Graham",4.5,"Action, Adventure, Sci-Fi",97 min 
7667,Point of No Return,John Badham,"Bridget Fonda, Gabriel Byrne, Dermot Mulroney",5.9,"Action, Crime, Drama",109 min 
7668,The Program,David S. Ward,"James Caan, Halle Berry, Omar Epps",6.4,"Action, Drama, Sport",112 min 
7669,Quick,Rick King,"Teri Polo, Martin Donovan, Jeff Fahey",5.6,"Action, Crime",94 min 
7670,Ring of Fire II: Blood and Steel,Richard W. Munchkin,"Don 'The Dragon' Wilson, Maria Ford, Sy Richardson",3.4,"Action, Drama, Sport",94 min 
7671,Rising Sun,Philip Kaufman,"Sean Connery, Wesley Snipes, Harvey Keitel",6.2,"Action, Crime, Drama",129 min 
7672,RoboCop 3,Fred Dekker,"Nancy Allen, Robert John Burke, Mario Machado",3.9,"Action, Crime, Drama",104 min 
7673,Robot Wars,Albert Band,"Don Michael Paul, Barbara Crampton, James Staley",4.1,"Action, Sci-Fi",69 min 
7674,Romeo Is Bleeding,Peter Medak,"Gary Oldman, Lena Olin, Wallace Wood",6.6,"Action, Crime, Drama",100 min 
7675,Roop Ki Rani Choron Ka Raja,Satish Kaushik,"Anil Kapoor, Sridevi, Anupam Kher",4.9,"Action, Drama, Musical",190 min 
7676,Running Cool,Beverly Sebastian,"Andrew Divoff, Tracy Sebastian, Dedee Pfeiffer",6.5,Action,106 min 
7677,The Eagle Shooting Heroes,Jeffrey Lau,"Leslie Cheung, Brigitte Lin, Maggie Cheung",7.3,"Action, Comedy, Fantasy",100 min 
7678,Iron Monkey,Woo-Ping Yuen,"Rongguang Yu, Donnie Yen, Jean Wang",7.6,"Action, Crime, Drama",85 min 
7679,Sniper,Luis Llosa,"Tom Berenger, Billy Zane, J.T. Walsh",6.1,"Action, Drama, Thriller",98 min 
7680,Sonatine,Takeshi Kitano,"Takeshi Kitano, Aya Kokumai, Tetsu Watanabe",7.6,"Action, Comedy, Crime",94 min 
7681,Street Knight,Albert Magnoli,"Jeff Speakman, Christopher Neame, Lewis Van Bergen",5.1,"Action, Drama, Crime",91 min 
7682,Striking Distance,Rowdy Herrington,"Bruce Willis, Sarah Jessica Parker, Dennis Farina",5.8,"Action, Crime, Mystery",102 min 
7683,Surf Ninjas,Neal Israel,"Ernie Reyes Sr., Rob Schneider, Ernie Reyes Jr.",4.9,"Action, Adventure, Comedy",87 min 
7684,TC 2000,T.J. Scott,"Billy Blanks, Bolo Yeung, Jalal Merhi",4.3,"Action, Sci-Fi",91 min 
7685,Tai-Chi Master,Woo-Ping Yuen,"Jet Li, Michelle Yeoh, Siu-Ho Chin",7.3,"Action, Comedy, Drama",96 min 
7686,Teenage Bonnie and Klepto Clyde,John Shepphird,"Maureen Flannigan, Scott Wolf, Bentley Mitchum",5.4,"Action, Drama",90 min 
7687,Teenage Mutant Ninja Turtles III,Stuart Gillard,"Elias Koteas, Paige Turco, Stuart Wilson",4.8,"Action, Adventure, Comedy",96 min 
7688,Terminator Woman,Michel Qissi,"Jerry Trimble, Karen Sheperd, Michel Qissi",5.0,Action,105 min 
7689,The Three Musketeers,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell",6.3,"Action, Adventure, Comedy",105 min 
7690,Time Runner,Michael Mazo,"Mark Hamill, Rae Dawn Chong, Brion James",4.0,"Action, Adventure, Sci-Fi",90 min 
7691,Tombstone,George P. Cosmatos,"Kurt Russell, Val Kilmer, Sam Elliott",7.8,"Action, Drama, History",130 min 
7692,Once Upon a Time in China III,Hark Tsui,"Jet Li, Rosamund Kwan, Siu Chung Mok",6.8,"Action, Adventure, Biography",109 min 
7693,Run and Kill,Hin Sing 'Billy' Tang,"Kent Cheng, Simon Yam, Danny Lee",6.8,"Action, Crime, Drama",90 min 
7694,Holy Weapon,Jing Wong,"Michelle Yeoh, Carol 'Do Do' Cheng, Maggie Cheung",6.4,"Action, Comedy, Fantasy",98 min 
7695,Executioners,Siu-Tung Ching,"Maggie Cheung, Michelle Yeoh, Anita Mui",5.8,"Action, Comedy, Sci-Fi",101 min 
7696,Butterfly and Sword,Michael Mak,"Tony Chiu Wai Leung, Michelle Yeoh, Joey Wang",6.2,"Action, Adventure, Fantasy",88 min 
7697,The Evil Cult,Jing Wong,"Jet Li, Sharla Cheung, Chingmy Yau",6.4,"Action, Fantasy, History",99 min 
7698,Temptation of a Monk,Clara Law,"Joan Chen, Hsing-kuo Wu, Fengyi Zhang",6.9,"Adventure, Drama, Romance",118 min 
7699,Crime Story,Kirk Wong,"Jackie Chan, Kent Cheng, Christine Ng",6.9,"Action, Crime, Drama",103 min 
7700,American Cyborg: Steel Warrior,Boaz Davidson,"Joe Lara, Nicole Hansen, John Saint Ryan",3.4,"Action, Sci-Fi",94 min 
7701,American Yakuza,Frank A. Cappello,"Viggo Mortensen, Ryo Ishibashi, Michael Nouri",5.7,"Action, Crime, Drama",96 min 
7702,CIA II: Target Alexa,Lorenzo Lamas,"Lorenzo Lamas, Kathleen Kinmont, John Savage",3.7,"Action, Thriller",90 min 
7703,Cyborg Cop,Sam Firstenberg,"David Bradley, John Rhys-Davies, Todd Jensen",3.9,"Action, Sci-Fi",95 min 
7704,Gunmen,Deran Sarafian,"Christopher Lambert, Mario Van Peebles, Denis Leary",5.2,"Action, Comedy, Crime",94 min 
7705,Showdown,Robert Radler,"Billy Blanks, Kenn Scott, Christine Taylor",5.1,Action,100 min 
7706,Undefeatable,Godfrey Ho,"Cynthia Rothrock, Don Niam, John Miller",3.9,"Action, Thriller",90 min 
7707,The Criminal Mind,Joseph Vittorie,"Frank Rossi, Ben Cross, Tahnee Welch",3.6,"Action, Crime, Drama",93 min 
7708,Gung hoi keung gaan fung,Kei Ying Cheung,"Ching-Ying Lam, Chi Wai Tai, Wai Shum",5.4,"Action, Crime",91 min 
7709,Dragon Ball Z: Bojack Unbound,Yoshihiro Ueda,"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka",7.4,"Animation, Action",50 min 
7710,Waqt Hamara Hai,Bharat Rangachary,"Akshay Kumar, Sunil Shetty, Ayesha Jhulka",5.9,"Action, Romance",148 min 
7711,No More Dirty Deals,David J. Schweitzer,"Taimak, Von B. von Lindenberg, Lola Fulin",4.1,Action,91 min 
7712,King of Beggars,Gordon Chan,"Stephen Chow, Sharla Cheung, Man Tat Ng",6.9,"Action, Comedy, Drama",101 min 
7713,Bloodfist III: Forced to Fight,Oley Sassone,"Don 'The Dragon' Wilson, Richard Roundtree, Gregory McKinney",4.8,Action,88 min 
7714,Ji Boy xiao zi: Zhen jia wai long,Gordon Chan,"Lawrence Cheng, Mark King, Rosamund Kwan",5.1,"Action, Comedy",95 min 
7715,Scorpion King,David Lai,"Kar Lok Chin, Chia-Liang Liu, Jung Yuen",7.2,"Action, Comedy",99 min 
7716,The Last Riders,Joseph Merhi,"Erik Estrada, Angelo Tiffe, William Smith",5.2,"Action, Drama",90 min 
