"genre","year","actors","movie_name","directors","id","duration","cluster_id"
"Drama, Romance",2012.0,"Michelle Williams,Seth Rogen,Luke Kirby,Sarah Silverman","Take This Waltz","",1982,"116 minutes",1982
"Documentary",2012.0,"","Neil Young Journeys","Jonathan Demme",1983,"87 minutes",1983
"",2012.0,"Nadezhda Markina,Alexey Rozin,Andrey Smirnov,Elena Lyadova","Elena","Andrei Zvyagintsev",1984,"",1984
"Drama",2012.0,"Monica Bellucci,Louis Garrel,Celine Sallette,Jerome Robart,Vladislav Galard","A Burning Hot Summer","Philippe Garrel",1985,"95 minutes",1985
"Comedy, Drama",2012.0,"Emily Blunt,Rosemarie DeWitt,Mark Duplass,Mike Birbiglia","Your Sister's Sister","",1986,"90 minutes",1986
"Comedy",2012.0,"Mark Duplass,Jake Johnson,Aubrey Plaza,Karan Soni,Jenica Bergere,Jeff Garlin,Mary Lynn Rajskub","Safety Not Guaranteed","Colin Trevorrow",1987,"85 minutes",1987
"Drama, Foreign, History",2012.0,"Diane Kruger,Lea Seydoux,Virginie Ledoyen,Xavier Beauvois,Noemie Lvovsky","Farewell, My Queen","Benoit Jacquot",1988,"100 minutes",1988
"Comedy, Drama, Musical, Romance",2012.0,"Tom Cruise,Diego Boneta,Julianne Hough,Alec Baldwin,Catherine Zeta-Jones,Malin Akerman,Russell Brand,Paul Giamatti,Mary J. Blige","Rock of Ages","Adam Shankman",1989,"123 minutes",1989
"",2012.0,"Mukund Shukla,Sugandha Garg,Aakash Maherya,Seema Biswas,Pannaben Soni","Patang","Prashant Bhargava",1990,"",1990
"Drama",2012.0,"Freida Pinto,Riz Ahmed,Roshan Seth,Harish Khanna,Neet Mohan","Trishna","",1991,"117 minutes",172
"Comedy",2012.0,"Greta Gerwig,Joel Kinnaman,Zoe Lister Jones,Hamish Linklater","Lola Versus","Daryl Wein",1992,"87 minutes",161
"Action, Romance, Thriller",2012.0,"Jason Yee,Samantha Streets,Gary Stretch,Dominique Swain,Sasha Grey","The Girl from the Naked Eye","David Ren",1993,"80 minutes",179
"Action, Adventure, Animation, Comedy, Family",2012.0,"Kelly MacDonald,Billy Connolly,Emma Thompson,Robbie Coltrane,Craig Ferguson,Kevin McKidd,Julie Walters","Brave","Mark Andrews,Brenda Chapman",1994,"93 minutes",1994
"Crime, Drama, Mystery, Thriller",2001.0,"Jack Nicholson,Robin Wright Penn,Aaron Eckhart,Sam Shepard,Mickey Rourke,Benicio Del Toro,Helen Mirren","The Pledge","Sean Penn",1995,"124 minutes",1995
"Comedy, Drama, Romance, Science Fiction",2012.0,"Steve Carell,Nancy Carell,Keira Knightley,Rob Corddry,Patton Oswalt,Derek Luke","Seeking a Friend for the End of the World","",1996,"101 minutes",1996
"Comedy",2012.0,"Rachael Harris,Matt O'Leary,John Diehl,Gayland Williams,Jon Gries","Natural Selection","",1997,"90 minutes",1997
"Drama",2012.0,"Jordan Gelber,Selma Blair,Donna Murphy,Christopher Walken,Mia Farrow","Dark Horse","",1998,"84 minutes",1998
"Horror, Thriller",2012.0,"Benjamin Walker,Dominic Cooper,Anthony Mackie,Mary Elizabeth Winstead,Rufus Sewell,Jimmi Simpson,Erin Wasson,John Rothman","Abraham Lincoln: Vampire Hunter","Timur Bekmambetov",1999,"94 minutes",194
"Drama, Foreign, Romance",2012.0,"Andrea Riseborough,James D'Arcy,Abbie Cornish,Oscar Isaac,Richard Coyle,James Fox","W.E.","",2000,"119 minutes",176
"Comedy, Drama, Foreign, Romance",2012.0,"Ewan McGregor,Emily Blunt,Amr Waked,Kristin Scott Thomas,Tom Mison","Salmon Fishing in the Yemen","Lasse Hallstrom",2001,"107 minutes",2001
"Drama, Foreign",2012.0,"Tristan Halilaj,Sindi Lacej,Refet Abazi,Veton Osmani","The Forgiveness of Blood","Joshua Marston",2002,"109 minutes",2002
"Crime, Drama, Foreign",2012.0,"Taner Birsel,Muhammet Uzuner,Yilmaz Erdogan,Ercan Kesal","Once Upon a Time in Anatolia","Nuri Bilge Ceylan",2003,"150 minutes",175
"Comedy, Documentary, Drama, Romance",2012.0,"","Saving Face","Sharmeen Obaid Chinoy,Daniel Junge",2004,"40 minutes",2004
"Action, Adventure, Fantasy",2012.0,"Sam Worthington,Liam Neeson,Ralph Fiennes,Rosamund Pike,Bill Nighy,Danny Huston,Edgar Ramirez,Toby Kebbell","Wrath of the Titans","Jonathan Liebesman",2005,"99 minutes",195
"",2012.0,"Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,Bill Paxton,Bernard Hill,David Warner","Titanic [3D]","",2006,"",2006
"Drama, Romance",2012.0,"Leah Pipes,E.J. Bonilla,Priscilla Lopez,Jaime Tirelli,Laverne Cox,Nelson Landrieu,Angelic Zambrana","Musical Chairs","Susan Seidelman",2007,"102 minutes",2007
"Drama, Foreign, Romance",2012.0,"Rinko Kikuchi,Ken'ichi Matsuyama,Kiko Mizuhara,Kengo Kora,Tetsuji Tamayama,Reika Kirishima","Norwegian Wood","",2008,"133 minutes",2008
"Action, Drama, Foreign",2012.0,"Stellan Skarsgard,Benjamin Helstad,Kristoffer Joner,Trond Nilssen,Magnus Langlete","The King of Devil's Island","Marius Holst",2009,"120 minutes",2009
"Drama",2012.0,"Thomas Horn,Sandra Bullock,Viola Davis,John Goodman,Jeffrey Wright,Max von Sydow,Zoe Caldwell,Tom Hanks","Extremely Loud and Incredibly Close","Stephen Daldry",2010,"129 minutes",2010
"Documentary",2012.0,"Lisa Xia,Jian Ping,Jody Choi,Christine Chiang,Jacqueline Bisset","Mulberry Child","",2011,"85 minutes",2011
"",1958.0,"","Ivan the Terrible, Parts I & II","",2012,"88 minutes",2012
"Drama, Foreign",2012.0,"Glenn Close,Mia Wasikowska,Janet McTeer,Pauline Collins,Brenda Fricker,Jonathan Rhys-Meyers,Brendan Gleeson","Albert Nobbs","Rodrigo Garcia",2013,"113 minutes",2013
"Action, Adventure, Drama, Thriller",2012.0,"Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts,Joe Anderson","The Grey","Joe Carnahan",2014,"117 minutes",214
"Drama, Foreign, Thriller",2012.0,"Tilda Swinton,John C. Reilly","We Need to Talk About Kevin","Lynne Ramsay",2015,"112 minutes",2015
"Comedy",2012.0,"Mandela Van Peebles,Simone Battle,Mario Van Peebles,Snoop Dogg","We the Party","",2016,"104 minutes",2016
"Documentary, Foreign",2012.0,"","Jiro Dreams of Sushi","David Gelb",2017,"82 minutes",2017
"",2012.0,"Marina Fois,Elodie Bouchez,Roschdy Zem,Nicolas Duvauchelle,Alexia Stresi","Four Lovers","Antony Cordier",2018,"",2018
"Comedy",2012.0,"Chris Diamantopoulos,Sean Hayes,Will Sasso,Jane Lynch,Sofia Vergara,Jennifer Hudson,Larry David","The Three Stooges","Bobby Farrelly,Peter Farrelly",2019,"92 minutes",2019
"Documentary, Drama",2012.0,"","Bully","Lee Hirsch",2020,"92 minutes",2020
"Comedy, Romance",2012.0,"Greta Gerwig,Analeigh Tipton,Adam Brody,Megalyn Echikunwoke,Carrie MacLemore","Damsels in Distress","",2021,"99 minutes",2021
"Comedy, Foreign, Romance, Science Fiction",2012.0,"","This Is Not a Film","Jafar Panahi,Mojtaba Mirtahmasb",2022,"75 minutes",173
"Comedy, Romance",2012.0,"Jason Biggs,Seann William Scott,Chris Klein,Alyson Hannigan,Eugene Levy,Jennifer Coolidge","American Reunion","",2023,"113 minutes",2023
"Horror, Thriller",2012.0,"Chris Hemsworth,Richard Jenkins,Bradley Whitford,Kristen Connolly,Anna Hutchison,Fran Kranz,Jesse Williams","The Cabin in the Woods","",2024,"95 minutes",2024
"Drama, Mystery, Thriller",2012.0,"Eric Roberts,Steve Talley,Lauren Jenkins,Jackie Welch,J.D. Souther","Deadline","Curt Hahn",2025,"95 minutes",2025
"Drama, Foreign, Thriller",1995.0,"Sandrine Bonnaire,Isabelle Huppert,Jacqueline Bisset,Jean-Pierre Cassel","La Ceremonie","Claude Chabrol",2026,"111 minutes",2026
"Action, Foreign, Science Fiction, Thriller",2012.0,"Guy Pearce,Maggie Grace,Vincent Regan,Peter Hudson,Peter Stormare","Lockout","Stephen St. Legal,James Mather",2027,"95 minutes",191
"Drama, Romance",2012.0,"Zac Efron,Taylor Schilling,Blythe Danner,Riley Thomas Stewart,Jay R. Ferguson","The Lucky One","Scott Hicks",2028,"101 minutes",2028
"Documentary, Drama, Foreign",2012.0,"Michelle Yeoh,David Thewlis,Susan Wooldridge,Jonathan Raggett,Benedict Wong","The Lady","Luc Besson",2029,"135 minutes",2029
"Drama",2012.0,"Patrick Wang,Trevor St. John,Sebastian Banes,Brian Murray,Park Overall,Peter Hermann","In the Family","",2030,"169 minutes",2030
"",2012.0,"","Fake It So Real","Robert Greene",2031,"",2031
"Comedy, Romance",2012.0,"Chris Brown,Gabrielle Union,Kevin Hart,Meagan Good,Regina Hall,Taraji P. Henson","Think Like a Man","Tim Story",2032,"122 minutes",2032
"Documentary, Music",2012.0,"","Marley","Kevin MacDonald",2033,"144 minutes",2033
"Mystery, Thriller",2012.0,"John Cusack,Luke Evans,Alice Eve,Brendan Gleeson,Kevin McNally","The Raven","James McTeigue",2034,"111 minutes",2034
"Comedy, Drama, Foreign, Romance",2012.0,"James Rolleston,Te Aho Eketone-Whitu,Taika Waititi,Cherilee Martin","Boy","",2035,"87 minutes",2035
"Comedy, Drama, Foreign",2012.0,"Michel Piccoli,Jerzy Stuhr,Renato Scarpa,Nanni Moretti","We Have a Pope","Nanni Moretti",2036,"102 minutes",2036
"Action, Thriller",2012.0,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Jeremy Renner,Tom Hiddleston,Samuel L. Jackson","The Avengers","Joss Whedon",2037,"143 minutes",2037
"Comedy, Drama, Foreign",2012.0,"Fellag,Sophie Nelisse,Danielle Proulx","Monsieur Lazhar","",2038,"94 minutes",2038
"Drama, Romance",2012.0,"Diane Keaton,Kevin Kline,Dianne Wiest,Richard Jenkins,Sam Shepard,Mark Duplass,Elisabeth Moss,Ayelet Zurer,Jay Ali","Darling Companion","",2039,"103 minutes",2039
"",2012.0,"","Oscar nominated short docs","",2040,"",2040
"Action, Drama, Thriller",2012.0,"Woody Harrelson,Sigourney Weaver,Cynthia Nixon,Anne Heche,Robin Wright,Ice Cube","Rampart","Oren Moverman",2041,"108 minutes",197
"Drama, Foreign",2012.0,"Valerie Donzelli,Bastien Bouillon,Beatrice De Stael","Declaration of War","Valerie Donzelli",2042,"100 minutes",2042
"Action, Comedy, Romance, Thriller",2012.0,"Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger,Angela Bassett,Chelsea Handler","This Means War","McG",2043,"97 minutes",192
"Drama, Mystery",2012.0,"Brenda Blethyn,Francis Magee,Sami Bouajila,Roschdy Zem,Marc Baylis,Gurdepak Chaggar","London River","Rachid Bouchareb",2044,"87 minutes",2044
"Drama, Foreign",2012.0,"Robert Wieckiewicz,Benno Furmann,Agnieszka Grochowska,Maria Schrader,Herbert Knaup","In Darkness","Agnieszka Holland",2045,"145 minutes",2045
"Documentary, Foreign",2012.0,"","Crazy Horse","Frederick Wiseman",2046,"134 minutes",2046
"",2012.0,"Greg Kinnear,Alan Arkin,Billy Crudup,Bon Balaban,Lea Thompson","Thin Ice","Jill Sprecher",2047,"",2047
"Action, Documentary, History, War",2012.0,"","Hell and Back Again","Danfung Dennis",2048,"88 minutes",2048
"Animation, Foreign, Music, Romance",2012.0,"Emar Xor Ona,Limara Meneses,Mario Guerra,Lenny Mandel","Chico and Rita","Fernando Trueba,Javier Mariscal,Tono Errando",2049,"94 minutes",2049
"Drama, Foreign",1962.0,"","Harakiri","",2050,"135 minutes",0
"Drama, Foreign, Thriller",2012.0,"Josiah Patkotak,Frank Qutuq Irelan,Teddy Kyle Smith,Sierra Jade Sampson,Adamina Kerr","On the Ice","",2051,"96 minutes",2051
"Action, Crime, Drama, Foreign, Thriller",2012.0,"Matthias Schoenaerts,Jeroen Perceval,Jeanne Dandoy,Eva Forrestier,Tibo Vandenborre","Bullhead","",2052,"124 minutes",2052
"Drama, Foreign, Thriller",2010.0,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi","The Hunter","Rafi Pitts",2053,"90 minutes",2053
"Action, Adventure, Thriller, War",2012.0,"Roselyn Sanchez","Act of Valor","Mike McCoy,Scott Waugh",2054,"110 minutes",1
"Documentary, Sport",2012.0,"","Undefeated","Daniel Lindsay,T.J. Martin",2055,"113 minutes",2055
"Comedy",2012.0,"Will Ferrell,William Atherton,Robert Loggia,John C. Reilly","Tim and Eric's Billion Dollar Movie","",2056,"94 minutes",2056
"Drama, History",2012.0,"","Game Change","Jay Roach",2057,"118 minutes",2057
"Action, Adventure, Fantasy, Science Fiction",2012.0,"Taylor Kitsch,Lynn Collins,Willem Dafoe,Thomas Haden Church,Samantha Morton,Dominic West,Ciaran Hinds","John Carter","Andrew Stanton",2058,"132 minutes",2
"Comedy, Drama",2012.0,"Robert De Niro,Paul Dano,Julianne Moore,Olivia Thirlby,Lili Taylor","Being Flynn","",2059,"102 minutes",2059
"Horror, Mystery, Thriller",2012.0,"Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens,Julia Taylor Ross,Adam Barnett","Silent House","Chris Kentis,Laura Lau",2060,"85 minutes",2060
"Comedy, Drama, Romance",2012.0,"Eddie Murphy,Kerry Washington,Clark Duke,Cliff Curtis,Alison Janney,Ruby Dee,Lou Saliba","A Thousand Words","Brian Robbins",2061,"91 minutes",2061
"Comedy, Romance",2012.0,"Adam Scott,Jennifer Westfeldt,Jon Hamm,Kristen Wiig,Maya Rudolph,Chris O'Dowd,Megan Fox,Edward Burns","Friends with Kids","",2062,"107 minutes",2062
"Action, Comedy, Family",2012.0,"Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle,Ice Cube","21 Jump Street","Phil Lord,Christopher Miller",2063,"109 minutes",2063
"Foreign, Horror, Thriller",2012.0,"","Kill List","Ben Wheatley",2064,"95 minutes",2064
"Comedy, Drama, Foreign",2012.0,"Shlomo Bar Aba,Lior Ashkenazi,Alisa Rosen,Alma Zak,Micah Lewesohn","Footnote","",2065,"103 minutes",2065
"Action, Drama, Thriller",2012.0,"Nicolas Cage,January Jones,Guy Pearce,Harold Perrineau,Jennifer Carpenter","Seeking Justice","Roger Donaldson",2066,"105 minutes",4
"Comedy, Drama, Foreign",2012.0,"Jason Segel,Ed Helms,Susan Sarandon,Judy Greer,Rae Dawn Chong,Steve Zissis","Jeff Who Lives at Home","",2067,"83 minutes",2067
"Adventure, Family, Science Fiction, Thriller",2012.0,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Elizabeth Banks,Woody Harrelson,Lenny Kravitz,Wes Bentley","The Hunger Games","Gary Ross",2068,"142 minutes",2068
"Crime, Drama, Foreign, Horror, Thriller",2012.0,"Daniel Henshall,Lucas Pittaway,Louise Harris,Anthony Groves","The Snowtown Murders","Justin Kurzel",2069,"119 minutes",2069
"Drama, Foreign",2012.0,"Thomas Doret,Cecile De France,Jeremie Renier,Egon Di Mateo","The Kid with a Bike","",2070,"87 minutes",2070
"Comedy, Foreign",2012.0,"Will Ferrell,Gael Garcia Bernal,Diego Luna,Genesis Rodriguez,Pedro Armendariz, Jr.","Casa de mi Padre","Matt Piedmont",2071,"84 minutes",2071
"Action, Crime, Foreign, Thriller",2012.0,"Iko Uwais,Joe Taslim,Yayan Ruhian","The Raid: Redemption","",2072,"101 minutes",2072
"Drama",2012.0,"Rachel Hendrix,Jason Burkey,John Schneider,Jennifer Price,Shari Rigby,Jasmine Guy,Robert Amaya,Rodney Clark,Tracy Miller,Chris Sligh","October Baby","Andrew",2073,"107 minutes",2073
"Drama, Foreign",1929.0,"","Diary of a Lost Girl","",2074,"104 minutes",2074
"Drama, Foreign, Romance",2012.0,"Rachel Weisz,Simon Russell Beale,Tom Hiddleston,Harry Hadden-Paton,Barbara Jefford","The Deep Blue Sea","Terence Davies",2075,"98 minutes",2075
"Documentary",2012.0,"","They Call It Myanmar: Lifting the Curtain","",2076,"84 minutes",2076
"Comedy, Sport",2012.0,"Seann William Scott,Jay Baruchel,Alison Pill,Liev Schreiber,Eugene Levy,Marc-Andre Grondin","Goon","Michael Dowse",2077,"92 minutes",2077
"Comedy, Drama, Foreign, Romance",2012.0,"Audrey Tautou,Francois Damiens,Bruno Todeschini,Josephine de Meaux","Delicacy","David,Stephane Foenkinos",2078,"108 minutes",2078
"Adventure, Comedy, Drama, Family, Fantasy, Science Fiction",2012.0,"Julia Roberts,Lily Collins,Armie Hammer,Nathan Lane,Jordan Prentice,Mark Povinelli,Joe Gnoffo,Danny Woodburn,Sebastian Saraceno,Martin Klebba,Ronald Lee Clark,Robert Emms,Mare Winningham,Michael Lerner,Sean Bean","Mirror Mirror","Tarsem Singh",2079,"106 minutes",2079
"Comedy, Foreign",2012.0,"Gianni Di Gregorio,Valeria De Franciscis,Alfonso Santagata,Elisabetta Piccolomini,Valeria Cavalli,Aylin Prandi","The Salt of Life","Gianni Di Gregorio",2080,"90 minutes",2080
"Drama, Foreign",2012.0,"Peyman Moadi,Leila Hatami,Sareh Bayat,Shahab Hosseini,Sarina Farhadi","A Separation","",2081,"123 minutes",2081
"Drama, Foreign",2012.0,"Magaly Solier,Celso Bugallo,Pietro Sibille,Sonia Almarcha,Fanny de Castro","Amador","",2082,"",2082
"Action, Crime, Thriller",2012.0,"Sam Worthington,Elizabeth Banks,Edward Burns,Jamie Bell,Genesis Rodriguez,Ed Harris,Kyra Sedgwick","Man on a Ledge","Asger Leth",2083,"102 minutes",8
"Drama, Foreign",2012.0,"Zoe Heran,Malonn Levana,Jeanne Disson,Sophie Cattani,Mathieu Demy","Tomboy","",2084,"82 minutes",2084
"Comedy, Drama, Foreign, Romance",1955.0,"Ulla Jacobsson,Eva Dahlbeck,Harriet Andersson","Smiles of a Summer Night","Ingmar Bergman",2085,"108 minutes",2085
"Drama, Science Fiction, Thriller",2012.0,"Dane DeHaan,Alex Russell,Michael B. Jordan,Ashley Hinshaw","Chronicle","Josh Trank",2086,"84 minutes",2086
"Drama, Foreign, Thriller",2012.0,"Ralph Fiennes,Gerard Butler,Brian Cox,Vanessa Redgrave,Jessica Chastain,John Kani,Paul Jesson","Coriolanus","Ralph Fiennes",2087,"123 minutes",9
"Drama, Foreign, Horror, Thriller",2012.0,"Daniel Radcliffe,Ciaran Hinds,Janet McTeer,Misha Handley,Roger Allam","The Woman in Black","James Watkins",2088,"95 minutes",2088
"Comedy, Drama, Foreign",2011.0,"Gilles Lellouche,Karin Viard,Raphaele Godin,Lunis Sakji,Audrey Lamy","My Piece of the Pie","",2089,"109 minutes",2089
"Horror, Thriller",2012.0,"Sara Paxton,Pat Healy,Kelly McGillis,George Riddle,Alison Bartlett,Lena Dunham","The Innkeepers","",2090,"102 minutes",2090
"Documentary",2012.0,"","Windfall","",2091,"",10
"Action, Adventure, Science Fiction",2012.0,"Dwayne Johnson,Michael Caine,Josh Hutcherson,Vanessa Hudgens,Luis Guzman","Journey 2: Mysterious Island","Brad Peyton",2092,"94 minutes",2092
"Documentary",2012.0,"","Addiction Incorporated","Charles Evans Jr",2093,"",2093
"Drama, Foreign",2012.0,"Noemie Lvovsky,Hafsia Herzi,Celine Sallette,Jasmine Trinca,Adele Haenel,Alice Barnole","House of Pleasures","",2094,"122 minutes",2094
"Drama, Romance",2012.0,"Rachel McAdams,Channing Tatum,Jessica Lange,Sam Neill,Scott Speedman","The Vow","Michael Sucsy",2095,"104 minutes",2095
"Action, Crime, Drama, Mystery, Thriller",2011.0,"Richard Gere,Topher Grace,Martin Sheen,Stephen Moyer,Odette Yustman","The Double","Michael Brandt",2096,"98 minutes",12
"Drama, Indie, Romance",2011.0,"Anton Yelchin,Felicity Jones,Jennifer Lawrence,Charlie Bewley,Alex Kingston,Oliver Muirhead","Like Crazy","Drake Doremus",2097,"90 minutes",2097
"Documentary",2011.0,"","Urbanized","Gary Hustwit",2098,"82 minutes",13
"Crime, Drama, Thriller",2011.0,"Al Pacino,Channing Tatum,Ray Liotta,Katie Holmes,Juliette Binoche,Tracy Morgan","The Son of No One","",2099,"90 minutes",2099
"",2011.0,"Richard Lopez,Michael James Perry,Damon Hall,Charles Richardson,Lisa Sotler-Balloun,Jason Burkett,Jared Talbert,Amanda West,Delbert Burkett,Melyssa Thompson-Burkett,Fred Allen","Into the Abyss: A Tale of Death, A Tale of Life","Werner Herzog",2100,"",2100
"Comedy, Drama, Foreign",2011.0,"Fabrice Luchini,Sandrine Kiberlain,Natalia Verbeke,Carmen Maura,Lola Duenas,Berta Ojea,Michele Gleizer,Nuria Sole,Concha Galan","The Women on the 6th Floor","Philippe Le Guay",2101,"106 minutes",2101
"Crime, Drama, History",2011.0,"Leonardo DiCaprio,Naomi Watts,Armie Hammer,Josh Lucas,Judi Dench","J. Edgar","Clint Eastwood",2102,"137 minutes",2102
"Drama, Foreign, Science Fiction",2011.0,"Kirsten Dunst,Charlotte Gainsbourg,Alexander Skarsgard,Kiefer Sutherland,Brady Corbet,Charlotte Rampling,John Hurt,Stellan Skarsgard,Wedding Planner","Melancholia","Lars von Trier",2103,"136 minutes",2103
"Documentary",2011.0,"","Revenge of the Electric Car","",2104,"90 minutes",2104
"Crime, Drama, Film Noir, Thriller",1943.0,"Joseph Cotten,Macdonald Carey,Henry Travers,Patricia Collinge,Hume Cronyn","Shadow of a Doubt","Alfred Hitchcock",2105,"108 minutes",2105
"Action, Fantasy, Science Fiction",2011.0,"Henry Cavill,Mickey Rourke,Stephen Dorff,Freida Pinto,Luke Evans,John Hurt,Lysander,Aethra,The Monk,Alan Van Sprang,Peter Stebbings,Daniel Sharman,Isabel Lucas","Immortals","Tarsem Singh",2106,"110 minutes",15
"Documentary",2011.0,"","Steve Jobs: The Lost Interview","Paul Sen",2107,"70 minutes",2107
"Drama, Foreign",2011.0,"Miki Manojlovic,Carlo Ljubek","The World is Big and Salvation Lurks Around the Corner","Stephan Komandarev",2108,"105 minutes",2108
"Comedy, Drama",2011.0,"Joshua Leonard,Jess Weixler,Kelli Garner,Alia Shawkat,Mark Webber,Jane Adams,Allison Anders","The Lie","Joshua Leonard",2109,"80 minutes",2109
"Comedy, Drama",2011.0,"George Clooney,Shailene Woodley,Amara Miller,Nick Krause,Beau Bridges,Robert Forster,Matthew Lillard,Judy Greer","The Descendants","Alexander Payne",2110,"115 minutes",2110
"Animation, Comedy, Family, Foreign, Music",2011.0,"Elijah Wood,Ava Acres,Robin Williams,Pink,Brad Pitt,Matt Damon,Sofia Vergara,Common,Hugo Weaving","Happy Feet Two","George Miller",2111,"99 minutes",2111
"Adventure, Comedy",2011.0,"Kal Penn,John Cho,Neil Patrick Harris,Danny Trejo,Patton Oswalt","A Very Harold & Kumar 3D Christmas","Todd Strauss-Schulson",2112,"108 minutes",101
"Comedy, Drama, Foreign",2011.0,"Andre Wilms,Kati Outinen,Blondin Miguel,Jean-Pierre Darroussin,Elina Salo,Evelyne Didi","Le Havre","",2113,"93 minutes",2113
"Drama",2011.0,"Dennis Farina,Gary Cole,Jamie Anne Allman,Ian Barford,Meredith Droeger,Chelcie Ross","The Last Rites of Joe May","",2114,"106 minutes",2114
"Comedy, Drama, Family",2011.0,"Matt Damon,Scarlett Johansson,Thomas Haden Church,Patrick Fugit,Colin Ford,Elle Fanning,Angus MacFadyen","We Bought a Zoo","Cameron Crowe",2115,"124 minutes",2115
"Drama, War",2011.0,"Jeremy Irvine,Emily Watson,David Thewlis,Peter Mullan,Niels Arestrup,Tom Hiddleston","War Horse","Steven Spielberg",2116,"146 minutes",2116
"Comedy, Drama, Foreign",2011.0,"Jean Dujardin,Berenice Bejo,John Goodman,James Cromwell,Penelope Ann Miller,Missi Pyle,Malcolm McDowell","The Artist","",2117,"100 minutes",2117
"Documentary, Drama, History",2011.0,"","Paul Goodman Changed My Life","Jonathan Lee",2118,"89 minutes",19
"Comedy, Family, Fantasy, Foreign, Science Fiction",2011.0,"Carice van Houten,Theo Maassen,Sarah Bannier,Pierre Bokma,Hans Kesting","Miss Minoes","Vincent Bal",2119,"86 minutes",20
"Drama, Mystery, Science Fiction",1997.0,"Jodie Foster,Matthew McConaughey,James Woods,John Hurt,Tom Skerritt,William Fichtner,David Morse,Angela Bassett,Rob Lowe","Contact","Robert Zemeckis",2120,"150 minutes",2120
"Action, Mystery, Thriller, Western",1962.0,"","The Man Who Shot Liberty Valance","",2121,"123 minutes",2121
"Action, Crime, Documentary, Drama, Foreign, Thriller",2012.0,"Beat Takeshi,Soichiro Kitamura,Ryo Kase,Tomokazu Miura","Outrage","",2122,"109 minutes",2122
"Drama, Foreign, Romance, War",2012.0,"Zana Marjanovic,Goran Kostic,Rade Serbedzija","In the Land of Blood and Honey","",2123,"127 minutes",2123
"Action, Adventure, Drama, Foreign, War",2012.0,"Denis Podalydes,Florence Pernel,Bernard Le Coq,Samuel Labarthe","The Conquest","Xavier Durringer",2124,"160 minutes",2124
"Drama",2012.0,"Adepero Oduye,Pernell Walker,Kim Wayans,Aasha Davis,Charles Parnell","Pariah","",2125,"86 minutes",2125
"Action, Crime, Drama, Thriller",1956.0,"","The Killing","",2126,"85 minutes",2126
"Documentary",2012.0,"","Paradise Lost 3: Purgatory","Joe Berlinger,Bruce Sinofsky",2127,"121 minutes",2127
"Comedy, Music",2012.0,"Queen Latifah,Dolly Parton,Keke Palmer,Jeremy Jordan,Dexter Darden,Courtney B. Vance,Jesse L. Martin","Joyful Noise","",2128,"117 minutes",2128
"Drama, Foreign, History",2012.0,"Meryl Streep,Jim Broadbent,Alexandra Roach,Harry Lloyd,Olivia Colman,John Sessions","The Iron Lady","Phyllida Lloyd",2129,"105 minutes",2129
"",2012.0,"","Sundance shorts 2012","",2130,"",2130
"Comedy, Romance",2012.0,"Edward Burns,Kerry Bishe,Marsha Dietlein,Caitlin Fitzgerald,Johnny Solo","Newlyweds","",2131,"85 minutes",2131
"Action, Adventure, Drama, Foreign, Thriller",2011.0,"Tomer Sisley,Kristin Scott Thomas,Miki Manojlovic,Melanie Thierry,Steven Waddington,Gilbert Melki","The Heir Apparent: Largo Winch","Jerome Salle",2132,"108 minutes",2132
"Action, Crime, Drama, Thriller",2012.0,"Mark Wahlberg,Kate Beckinsale,Giovanni Ribisi,Ben Foster,J.K. Simmons,Diego Luna,Lukas Haas","Contraband","Baltasar Kormakur",2133,"109 minutes",2133
"",2011.0,"Sophie Rois,Sebastian Schipper,Devid Striesow,Annedore Kleist,Alexander Horbe","3","",2134,"",2134
"Adventure, Drama, Family, Fantasy, Romance, Science Fiction",2011.0,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Billy Burke,Peter Facinelli,Elizabeth Reaser,Kellan Lutz,Nikki Reed,Jackson Rathbone,Ashley Greene","The Twilight Saga: Breaking Dawn - Part 1","Bill Condon",2135,"117 minutes",2135
"Drama, Foreign",2011.0,"Michelle Williams,Eddie Redmayne,Kenneth Branagh,Dominic Cooper,Julia Ormond,Dougray Scott","My Week with Marilyn","Simon Curtis",2136,"99 minutes",2136
"Comedy, Family, Musical",2011.0,"Jason Segel,Amy Adams,Chris Cooper,Zach Galifianakis,Rashida Jones","The Muppets","James Bobin",2137,"103 minutes",2137
"Adventure, Drama, Family, Fantasy, Mystery",2011.0,"Asa Butterfield,Emily Mortimer,Jude Law,Ray Winstone,Christopher Lee,Helen McCrory,Michael Stuhlbarg,Richard Griffiths","Hugo","Martin Scorsese",2138,"126 minutes",2138
"Drama, Foreign, Indie",1956.0,"","A Man Escaped","",2139,"99 minutes",2139
"Documentary, Family",2011.0,"","Being Elmo: A Puppeteer's Journey","Constance Marks",2140,"80 minutes",2140
