title,pubmonth,pubday,id,edition,publisher,isbn13,language,pubyear,series,authors,pages
From Databases to Hypermedia: With 26 CAI Lessons,9.0,28.0,1491,1.0,Springer Berlin Heidelberg,9780000000000.0,,98.0,,"Hermann Maurer, Nick Scherbakov, Zahran Halim, Zaidah Razak",309.0
From Mining to Mapping and Roundtrip Transformations: A Systematic Approach to Model-Based Tool Integration - Vol. 104 Dissertations in Database and Information Systems,2.0,15.0,1492,,"I O S Press, Incorporated",9780000000000.0,,10.0,,M. Wimmer,196.0
From Modal Logic to Deductive Databases: Introducing a Logic Based Approach to Artificial Intelligence,8.0,30.0,1493,1.0,"Wiley, John & Sons, Incorporated",9780000000000.0,,89.0,"Logic Based Approach to Artificial Intelligence Series ,#3","Paul Gochet, Eric Gregoire, Pascal Gribomont, Guy Hulin, Alain Pirotte",402.0
Full-Text   Indexes In External Memory,12.0,20.0,1494,,Morgan and Claypool Publishers,9780000000000.0,,11.0,,"Marina Barsky, Alex Thomo, Ulrike Stege",94.0
Functional Data Analysis with R and MATLAB,7.0,1.0,1495,1.0,Springer New York,9780000000000.0,,9.0,Use R! Series,"James O. Ramsay, Giles Hooker, Spencer Graves",202.0
"Fundamentals Database Systems, Oracle Programming 8.0, Oracl",12.0,27.0,1496,3.0,Addison Wesley,9780000000000.0,,99.0,,"Ramez Elmasri, Navathe",
Fundamentals of Database Indexing and Searching,11.0,25.0,1497,,Taylor & Francis,9780000000000.0,,14.0,,Arnab Bhattacharya,280.0
Fundamentals of Database Management System: Mathematical Applications in Computer Science,3.0,2.0,1498,,CreateSpace Publishing,9780000000000.0,,14.0,,Dr V. Vasu Createspace,162.0
Fundamentals of Database Management Systems,12.0,6.0,1499,2.0,Wiley,9780000000000.0,,11.0,,Mark L. Gillenson,416.0
Fundamentals of Database Systems  ,1.0,28.0,1500,,Pearson Custom Publishing,9780000000000.0,,11.0,,Elmasri,
Fundamentals of Database Systems/Oracle 9i Programming,7.0,23.0,1501,4.0,Addison Wesley,9780000000000.0,,3.0,,"Ramez Elmasri, Shamkant B. Navathe, Rajshekhar Sunderraman",
Fundamentals of Database Systems,1.0,28.0,1502,1.0,Benjamin-Cummings Publishing Company,9780000000000.0,,89.0,,"Ramez A. Elmasri, Shamkant B. Navathe",800.0
Fundamentals of Database Systems  ,6.0,28.0,1503,,Pearson Custom Publishing,9780000000000.0,,10.0,,UMUC,
Fundamentals of Database Systems with CD,1.0,28.0,1504,3.0,Prentice Hall,9780000000000.0,,0.0,,"Ramez A. Elmasri, Shamkant B. Navathe, Shamkant Navathe",
"Fundamentals of Database Systems, with E-book",7.0,28.0,1505,3.0,Pearson Education,9780000000000.0,,1.0,,"Ramez Elmasri, Shamkant Navathe",1000.0
Fundamentals of Database Systems with Oracle 10g Programming: A Primer,4.0,14.0,1506,6.0,Addison-Wesley,9780000000000.0,,10.0,,"Ramez Elmasri, Shamkant B. Navathe",2.0
Fundamentals Of Object Databases,1.0,3.0,1507,1.0,Morgan and Claypool Publishers,9780000000000.0,,11.0,Synthesis Lectures on Data Management Series,"Suzanne Dietrich, Susan D. Urban, M. Tamer ï¿½ï¿½zsu (Contribution by)",174.0
Fundamentals of SQL Server 2005,3.0,1.0,1508,,PDSA,9780000000000.0,,8.0,,Paul D. Sheriff,328.0
Fundraising - von Database-Marketing bis Financial Controlling,1.0,19.0,1509,,GRIN Verlag,9780000000000.0,German,6.0,,Hatem Imran,100.0
Future Application and Middleware Technology on e-Science,12.0,14.0,1510,1.0,Springer US,9780000000000.0,,9.0,,"Ok-Hwan Byeon (Editor), Jang Hyuk Kwon (Editor), Thom Dunning (Editor), Kum Won Cho (Editor), Aurore Savoy-Navarro (Editor)",169.0
Fuzzy and Uncertain Object-Oriented Databases: Concepts and Models,12.0,28.0,1511,,"World Scientific Publishing Company, Incorporated",9790000000000.0,,97.0,Fuzzy and Uncertain Object-Oriented Databases Concepts and Data Series,Rita De Caluwe,216.0
Fuzzy C-Means Clustering For Clinical Knowledge Discovery In Databases,3.0,11.0,1512,,VDM Verlag,9780000000000.0,,11.0,,Latha Parthiban,164.0
Fuzzy Database Modeling of Imprecise and Uncertain Engineering Information,3.0,14.0,1513,1.0,Springer Berlin Heidelberg,9780000000000.0,,6.0,"Studies in Fuzziness and Soft Computing Series ,#195",Zongmin Ma,210.0
Fuzzy Database Modeling with XML,2.0,10.0,1514,1.0,Springer US,9780000000000.0,,5.0,"Advances in Database Systems ,#29",Zongmin Ma,216.0
Fuzzy Databases: Principles and Applications,12.0,31.0,1515,1.0,Springer US,9780000000000.0,,95.0,"International Series in Intelligent Technologies ,#5","Frederick E. Petry, Fred Petry",226.0
"Fuzzy Logic in Data Modeling: Semantics, Constraints, and Database Design",8.0,31.0,1516,1.0,Springer US,9780000000000.0,,98.0,"Advances in Database Systems Series ,#15",Guoqing Chen,224.0
Fuzzy Preference Queries To Relational Databases,4.0,7.0,1517,,Imperial College Press,9780000000000.0,,12.0,,"Pivert Olivier, Patrick Bosc",330.0
Gale Directory of Databases 2009,5.0,28.0,1518,2009.0,Cengage Gale,9780000000000.0,,8.0,,,3800.0
Gale Guide to Internet Databases 95,4.0,1.0,1519,,Cengage Gale,9780000000000.0,,95.0,,Zakalik,478.0
GCDB Handbook: Using the Geographic Coordinate Database as a Resource in a Geographic Information System,9.0,25.0,1520,,Montana Technical Writing,9780000000000.0,,13.0,,Rj Zimmer,92.0
Generic Model Organism Database,8.0,11.0,1521,,Ceed Publishing,9790000000000.0,,11.0,,Aaron Philippe Toll (Editor),92.0
Genetic Databases,9.0,13.0,1522,,Elsevier Science,9780000000000.0,,99.0,Biological Techniques Series,"Elsevier Science, Martin Bishop",320.0
Genetic Suspects: Global Governance of Forensic DNA Profiling and Databasing,9.0,30.0,1523,,Cambridge University Press,9780000000000.0,,10.0,,"Richard Hindmarsh (Editor), Barbara Prainsack (Editor)",370.0
"Genomes, Browsers and Databases: Data-Mining Tools for Integrated Genomic Databases",7.0,31.0,1524,,Cambridge University Press,9780000000000.0,,8.0,,Peter Schattner,344.0
Genomes & Databases on the Internet,12.0,21.0,1525,,"Taylor & Francis, Inc.",9780000000000.0,,1.0,,"Giavonnetti, Jeremy Giovannetti, Jeremy Giovannetti, Paul Rangel",236.0
"Geographic Database Management Systems: Workshop Proceedings, Capri, Italy, May 1991",8.0,28.0,1526,,"Springer-Verlag New York, LLC",9780000000000.0,,92.0,Esprit Basic Research Series,"Commission of the European Communitie (Editor), G. Gambosi (Editor), M. Scholl (Editor), H. -W Six (Editor)",317.0
"Geographic Database Management Systems: Workshop Proceedings, Capri, Italy, May 1991",8.0,28.0,1527,,"Springer-Verlag New York, LLC",9780000000000.0,,92.0,,"Giorgio Gambosi (Editor), Michel Scholl (Editor), Hans-Werner Six (Editor)",317.0
"Geographic Information Science: 4th International Conference, GIScience 2006, Mï¿½_nster, Germany, September 20-23, 2006, Proceedings",10.0,19.0,1528,1.0,Springer Berlin Heidelberg,9780000000000.0,,6.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4197","Martin Raubal (Editor), Harvey J. Miller (Editor), Andrew U. Frank (Editor), Michael F. Goochild (Editor)",422.0
"Geographic Information Science: 7th International Conference, GIScience 2012, Columbus, OH, USA, September 18-21, 2012, Proceedings",8.0,3.0,1529,1.0,Springer Berlin Heidelberg,9780000000000.0,,12.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#7478","Ningchuan Xiao (Editor), Mei-Po Kwan (Editor), Michael F. Goodchild (Editor), Shashi Shekhar (Editor)",369.0
"Geographic Information Science: 5th International Conference, GIScience 2008, Park City, UT, USA, September 23-26, 2008, Proceedings",9.0,28.0,1530,1.0,Springer Berlin Heidelberg,9780000000000.0,,8.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5266","Thomas J. Cova (Editor), Harvey J. Miller (Editor), Kate Beard (Editor), Andrew U. Frank (Editor), Michael Goodchild (Editor)",393.0
GEOINDEX Database on Geologic Maps Accessible Using GSSEARCH Search and Retrieval Software: USGS Open-File Report 91-575-A,2.0,22.0,1531,,BiblioGov,9780000000000.0,,13.0,,"United U.S. Department of the Interior (Created by), H. Kit Fuller, Gregory B. Gunnells",24.0
"Geologic Database for Digital Geology of California, Nevada, and Utah, an Application of the North American Data Model: Open-File Report 2003-135",2.0,6.0,1532,,BiblioGov,9780000000000.0,,13.0,,"United U.S. Department of the Interior (Created by), et. al, David R. Bedford",38.0
"Geologic Map of the Tucson and Nogales Quadrangles, Arizona, Scale 1: 250,000: A Digital Database: USGS Open-File Report 2001-275",2.0,28.0,1533,,BiblioGov,9780000000000.0,,13.0,,"United U.S. Department of the Interior (Created by), et al., J. A. Peterson",28.0
"Geologic-Point Attributes for Digital Geologic-Map Data Bases Produced by the Southern California Areal Mapping Project  , Version 1.0: Open-File Report 97-859",2.0,14.0,1534,,BiblioGov,9780000000000.0,,13.0,,"United U.S. Department of the Interior (Created by), et al., J. C. Matti",56.0
Geometric Structure of High-Dimensional Data and Dimensionality Reduction,4.0,28.0,1535,1.0,Springer Berlin Heidelberg,9780000000000.0,,12.0,,Jianzhong Wang,365.0
"Geophysical Database of the East Coast of the United States: Southern Atlantic Margin, Stratigraphy and Velocity from Multichannel Seismic Profiles: U",4.0,3.0,1536,,BiblioGov,9780000000000.0,,13.0,,"D. R. Hutchinson, C. W. Poag, Peter Popenoe",172.0
"Geospatial Semantics and the Semantic Web: Foundations, Algorithms, and Applications",7.0,1.0,1537,1.0,Springer US,9780000000000.0,,11.0,"Semantic Web and Beyond Series ,#12","Naveen Ashish (Editor), Amit P. Sheth (Editor)",168.0
Getting Started with CouchDB,2.0,8.0,1538,1.0,"O'Reilly Media, Incorporated",9780000000000.0,,12.0,,MC Brown,84.0
Getting Started with Fluidinfo,3.0,2.0,1539,1.0,"O'Reilly Media, Incorporated",9780000000000.0,,12.0,,"Nicholas J. Radcliffe, Nicholas H. Tollervey",140.0
Getting Started with Impala: Interactive SQL for Apache Hadoop,10.0,18.0,1540,1.0,"O'Reilly Media, Incorporated",9780000000000.0,,14.0,,John Russell,110.0
Getting Started with OrientDB 1.3.0,8.0,24.0,1541,,Packt Publishing,9780000000000.0,,13.0,,Claudio Tesoriero,138.0
Getting Started with Sage ACT! Pro 2013,9.0,28.0,1542,,Tolana Publishing,9780000000000.0,,12.0,,Indera Murphy,438.0
Getting Started with SQL Server 2012 Cube Development,9.0,12.0,1543,,Packt Publishing,9780000000000.0,,13.0,,Simon Lidberg,288.0
GIS Database Development to Analyze Fire History in Southern Arizona and Beyond: An Example from Saguaro National Park: USGS Technical Report 61,1.0,30.0,1544,,BiblioGov,9780000000000.0,,13.0,,"United U.S. Department of the Interior (Created by), et al., P. J. Swantek",50.0
"Global Trends in Information Systems and Software Applications: 4th International Conference, ObCom 2011, Vellore, TN, India, December 9-11, 2011, Part II. Proceedings",6.0,12.0,1545,1.0,Springer Berlin Heidelberg,9780000000000.0,,12.0,"Communications in Computer and Information Science Series ,#270","P. Venkata Krishna (Editor), M. Rajasekhara Babu (Editor), Ezendu Ariwa (Editor)",817.0
GO WITH MICROSFT ACC10 COMP&MIL SAC GO OFC1,12.0,21.0,1546,1.0,Prentice Hall,9780000000000.0,,11.0,,"Shelley Gaskin, Nancy Graviett",
GO! with Microsoft Access 2003  ,2.0,13.0,1547,1.0,Prentice Hall,9780000000000.0,,4.0,GO! with Microsoft Office 2003 Series,"Linda Foster-Turpen, Linda Foster-Turpen, Shelley Gaskin (Editor)",480.0
"Go! with Microsoft Access 2003, Volume 1 and Student CD Package",6.0,5.0,1548,,Prentice Hall,9780000000000.0,,6.0,Go! Series,"Shelley Gaskin, Linda Foster-Turpen",
"GO! with Microsoft Access 2010, Comprehensive with Student Videos",3.0,27.0,1549,1.0,Prentice Hall,9780000000000.0,,11.0,,"Shelley Gaskin, Nancy Graviett",
GO! with Microsoft Access 2010 Introductory,8.0,5.0,1550,,Prentice Hall,9780000000000.0,,10.0,Custom PHIT,"Shelley Gaskin, Carolyn E. McLellan, Nancy Graviett",576.0
GO! with Microsoft Access 2013 Brief,5.0,28.0,1551,1.0,Prentice Hall,9780000000000.0,,13.0,GO! Series,"Shelley Gaskin, Carolyn McLellan",320.0
GO! with Microsoft Access 2013 Introductory,5.0,30.0,1552,1.0,Prentice Hall,9780000000000.0,,13.0,,"Shelley Gaskin, Carolyn McLellan, Nancy Graviett",496.0
GO! with Microsoft Access Brief,7.0,16.0,1553,,Prentice Hall,9780000000000.0,,10.0,Custom PHIT,"Shelley Gaskin, Carolyn E. McLellan",288.0
Go! With Microsoft Office Access 2003 Adhesive Bound,2.0,13.0,1554,,Pearson Education,9780000000000.0,,4.0,Go! with Microsoft Office 2003 Ser.,"Linda Foster-Turpen, Shelley Gaskin",480.0
Google Analytics,9.0,3.0,1555,1.0,"O'Reilly Media, Incorporated",9780000000000.0,,10.0,,Justin Cutroni,218.0
"Governance and Sustainability in Information Systems. Managing the Transfer and Diffusion of IT: IFIP WG 8.6 International Working Conference, Hamburg, Germany, September 22-24, 2011, Proceedings",11.0,27.0,1556,,Springer Berlin Heidelberg,9780000000000.0,,13.0,IFIP Advances in Information and Communication Technology,"Markus Nuttgens (Editor), Andreas Gadatsch (Editor), Karlheinz Kautz (Editor), Ingrid Schirmer (Editor), Nadine Blinn (Editor)",372.0
Gpu Co-Processing Techniques in Databases,8.0,28.0,1557,,OmniScriptum GmbH & Co. KG,9780000000000.0,,14.0,,Erra Saisrinivas,88.0
Graph Analysis and Visualization,2.0,2.0,1558,1.0,Wiley,9780000000000.0,,15.0,,"Richard Brath, David Jonker",432.0
Graph and Geometric Algorithms on Distributed Networks and Databases.,10.0,18.0,1559,,BiblioLabsII,9780000000000.0,,12.0,,Danupon Nanongkai,216.0
Graph-Based Clustering and Data Visualization Algorithms,6.0,30.0,1560,1.0,Springer London,9780000000000.0,,13.0,SpringerBriefs in Computer Science Series,"Agnes Vathy-Fogarassy, Janos Abonyi",110.0
Graph-based Knowledge Representation: Computational Foundations of Conceptual Graphs,12.0,10.0,1561,1.0,Springer London,9780000000000.0,,10.0,Advanced Information and Knowledge Processing Series,"Michel Chein, Marie-Laure Mugnier",428.0
Graph Data Model: and Its Data Language,12.0,31.0,1562,,Springer Japan,9780000000000.0,,13.0,,"Hideko S. Kunii, Gio Wiederhold (Foreword by)",106.0
Graph Databases,6.0,14.0,1563,1.0,"O'Reilly Media, Incorporated",9780000000000.0,,13.0,,"Ian Robinson, Jim Webber, Emil Eifrem",208.0
Grid and Cloud Database Management,8.0,4.0,1564,1.0,Springer Berlin Heidelberg,9780000000000.0,,11.0,,"Sandro Fiore, Giovanni Aloisio",353.0
Grid Database Design,5.0,28.0,1565,,Taylor & Francis,9780000000000.0,,5.0,,April J. Wells,312.0
Grover Park George on Access: Unleash the Power of Access,7.0,1.0,1566,,Holy Macro! Books,9780000000000.0,,4.0,On Office series Series,George Hepworth,512.0
"Grundkurs Relationale Datenbanken: Einfï¿½_hrung in die Praxis der Datenbankentwicklung fï¿½_r Ausbildung, Studium und IT-Beruf",3.0,27.0,1567,8.0,Springer Fachmedien Wiesbaden,9780000000000.0,German,14.0,,Rene Steiner,269.0
Guide to DB2: A User's Guide to the IBM Product IBM Database 2   and Its Major Companion Products,1.0,1.0,1568,4.0,Addison-Wesley,9780000000000.0,,93.0,,C. J. Date,512.0
Guide to DB2: A User's Guide to the IBM Product IBM Database 2,1.0,1.0,1569,3.0,Addison-Wesley,9780000000000.0,,90.0,,"Chris White, Colin J. White",548.0
A Guide to MySQL,12.0,9.0,1570,1.0,Cengage Learning,9780000000000.0,,5.0,Available Titles Skills Assessment Manager (SAM) - Office 2010 Series,"Philip J. Pratt, Mary Z. Last, Mary Z. Last",304.0
Guide to Oracle 10g,8.0,16.0,1571,5.0,Cengage Learning,9780000000000.0,,5.0,,"Joline Morrison, Mike Morrison, Rocky Conrad, Mike Morrison, Joline Morrison",1014.0
Guide to Special Collections in the OCLC Database,3.0,1.0,1572,,"OCLC Online Computer Library Center, Incorporated",9780000000000.0,,88.0,,"Phil Schieber (Editor), Nita Dean (Editor), Ginni Voedisch (Editor)",100.0
A Guide to SQL Standard,11.0,8.0,1573,4.0,Addison-Wesley,9780000000000.0,,96.0,,"C. J. Date, Hugh Darwen",544.0
A Guided Tour of Relational Databases and Beyond,6.0,22.0,1574,1.0,Springer London,9780000000000.0,,99.0,,"Mark Levene, George Loizou",625.0
"Guidelines for Coding and Entering Ground-Water Data into the Ground-Water Site Inventory Database Version 4.6: U.S. Geological Survey, Washington Water Science Center: Open-File Report 2006-1371",2.0,11.0,1575,,BiblioGov,9780000000000.0,,13.0,,"United U.S. Department of the Interior (Created by), R. C. Lane",122.0
"GWAI-87 11th German Workshop on Artificial Intelligence: Geseke, September 28?October 2, 1987 Proceedings",9.0,28.0,1576,,Springer Berlin Heidelberg,9780000000000.0,,87.0,Informatik-Fachberichte / Subreihe Kunstliche Intelligenz,Katharina Morik (Editor),420.0
Hadoop 2 Quick-Start Guide,4.0,15.0,1577,1.0,Addison-Wesley,9780000000000.0,,15.0,Addison-Wesley Data & Analytics Series,Doug Eadline,250.0
Hadoop in Action,12.0,15.0,1578,,Manning Publications Company,9780000000000.0,,10.0,,Chuck Lam,325.0
Hadoop in Practice,10.0,28.0,1579,,Manning Publications Company,9780000000000.0,,12.0,,Alex Holmes,536.0
Hadoop Real World Solutions Cookbook,1.0,14.0,1580,,Packt Publishing,9780000000000.0,,13.0,,"Jonathan Owens, Brian Femiano, Jon Lentz",316.0
Hadoop: The Definitive Guide,10.0,12.0,1581,2.0,"O'Reilly Media, Incorporated",9780000000000.0,,10.0,,Tom White,600.0
Handbook for National Statistical Data Bases on Women and Development,1.0,28.0,1582,,United Nations Publications,9790000000000.0,,90.0,Social Statistics and Indicators; Series K; No. 6,United Nations,119.0
The Handbook for Reluctant Database Administrators,9.0,27.0,1583,1.0,Apress,9780000000000.0,,1.0,,"Josef Finsel, Mike Amundsen (Foreword by)",550.0
Handbook of Data Intensive Computing,3.0,1.0,1584,,Springer New York,9780000000000.0,,14.0,,"Borko Furht (Editor), Armando Escalante (Editor)",794.0
Handbook of Data Quality: Research and Practice,5.0,31.0,1585,1.0,Springer Berlin Heidelberg,9780000000000.0,,13.0,,Shazia Sadiq (Editor),438.0
Handbook of Data Visualization,5.0,28.0,1586,1.0,Springer Berlin Heidelberg,9780000000000.0,,7.0,Springer Handbooks of Computational Statistics Series,"Chun-houh Chen (Editor), Wolfgang Karl Hardle (Editor), Antony Unwin (Editor)",936.0
Handbook of Database Management and Distributed Relational Databases,10.0,28.0,1587,,McGraw-Hill Professional Publishing,9780000000000.0,,89.0,,Dimitris N. Chorafas,650.0
Handbook of Educational Data Mining,10.0,26.0,1588,1.0,CRC Press,9780000000000.0,,10.0,Chapman & Hall/CRC Data Mining and Knowledge Discovery Series,"Cristobal Romero (Editor), Sebastian Ventura (Editor), Mykola Pechenizkiy (Editor), Ryan S.J.d. Baker (Editor)",535.0
Handbook of Identified Carcinogens and Noncarcinogens: Carcinogenicity-Mutagenicity Database,9.0,1.0,1589,,CRC Press,9780000000000.0,,82.0,,Jean V. Soderman (Editor),2.0
Handbook of Research on Innovations in Database Technologies and Applications: Current and Future Trends,2.0,1.0,1590,,IGI Global,9780000000000.0,,9.0,,"Viviana E. Ferraggine (Editor), Jorge H. Doorn (Editor), Laura C. Rivero (Editor)",1128.0
Handbook Of Research On Web Log Analysis,5.0,10.0,1591,,IGI Global,9780000000000.0,,11.0,,Bernard J. Jansen,628.0
Handbook of Statistical Analysis and Data Mining Applications,5.0,22.0,1592,,Elsevier Science,9780000000000.0,,9.0,,"Robert Nisbet, Gary Miner, John Elder IV",864.0
Handbook of Temporal Reasoning in Artificial Intelligence,3.0,25.0,1593,,Elsevier Science,9780000000000.0,,5.0,"Foundations of Artificial Intelligence Series ,#1","Michael David Fisher (Editor), Dov M. Gabbay (Editor), M. Fisher (Editor), Lluis Vila (Editor), L. Vila (Editor)",752.0
Handbook of Video Databases: Design and Applications,9.0,26.0,1594,1.0,CRC Press,9780000000000.0,,3.0,"Internet and Communications Series ,#8","Borko Furht (Editor), Oge Marques (Editor)",1232.0
Handbook on Data Centers,2.0,15.0,1595,,Springer New York,9780000000000.0,,15.0,,"Samee Ullah Khan (Editor), Albert Y. Zomaya (Editor)",1100.0
Hands-On Microsoft SQL Server 2005 Integration Services,8.0,28.0,1596,1.0,McGraw-Hill Professional Publishing,9780000000000.0,,6.0,,Ashwani Nanda,570.0
Harmonized World Soil Database,12.0,28.0,1597,,Fao Inter-Departmental Working Group,9790000000000.0,,8.0,,"Food and Agriculture Organization (Fao), Food and Agriculture Organization of the",
HBase in Action,11.0,28.0,1598,,Manning Publications Company,9780000000000.0,,12.0,,"Nick Dimiduk, Amandeep Khurana",360.0
Heads Up!: The Data Tsunami Survival Guide,6.0,2.0,1599,,CreateSpace Publishing,9780000000000.0,,11.0,,"John Eisenhauer, Steven Strout",156.0
Health and Safety: Doe's Epidemiological Data Base Has Limited Value for Research: Rced-95-126,6.0,26.0,1600,,BiblioGov,9780000000000.0,,13.0,,U. S. Government Accountability Office ( (Created by),34.0
"Health Information Science: First International Conference, HIS 2012, Beijing, China, April 8-10, 2012. Proceedings",4.0,7.0,1601,1.0,Springer Berlin Heidelberg,9780000000000.0,,12.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#7231","Jing He (Editor), Xiaohui Liu (Editor), Elizabeth Krupinski (Editor), Guandong Xu (Editor)",187.0
Heterogeneous Database Using XML,2.0,8.0,1602,,AV Akademikerverlag GmbH & Co. KG.,9780000000000.0,,14.0,,"Nafaa J. Al-Zubaidi Ali, G. Duaimi Mehdi",68.0
Heterogeneous Information Exchange and Organizational Hubs,6.0,30.0,1603,1.0,Springer Netherlands,9780000000000.0,,2.0,,"H. Bestougeff (Editor), J.E. Dubois (Editor), B. Thuraisingham (Editor)",243.0
High Availability Guide for DB2  ,5.0,24.0,1604,,IBM Press,9780000000000.0,,4.0,IBM Press Series,"Chris Eaton, Enzo Cialini",256.0
High Availability Mysql Cookbook,4.0,29.0,1605,,Packt Publishing,9780000000000.0,,10.0,,Alex Davies,276.0
"High Performance Data Mining: Scaling Algorithms, Applications and Systems",1.0,31.0,1606,1.0,Springer US,9780000000000.0,,0.0,,"Yike Guo (Editor), R.L. Grossman (Editor), R. L. Grossman (Editor)",106.0
High-Performance In-Memory Genome Data Analysis: How In-Memory Database Technology Accelerates Personalized Medicine,11.0,30.0,1607,,Springer International Publishing,9780000000000.0,,13.0,In-Memory Data Management Research Series,"Hasso Plattner (Editor), Matthieu-P. Schapranow (Editor)",223.0
High Performance Oracle Database Automation,7.0,1.0,1608,10.0,Coriolis Group,9780000000000.0,,97.0,,"Jonathan Ingram, Ingram",448.0
High Performance Parallel Database Processing and Grid Database,10.0,13.0,1609,1.0,Wiley,9780000000000.0,,8.0,"Wiley Series on Parallel and Distributed Computing Series ,#67","David Taniar, Wenny Rahayu, Clement H. C. Leung, Sushant Goel",554.0
"High Performance Transaction Systems: 2nd International Workshop, Asilomar Conference Center, Pacific Grove, CA, USA, September 28-30, 1987. Proceedings",6.0,5.0,1610,1.0,Springer Berlin Heidelberg,9780000000000.0,,89.0,"Lecture Notes in Computer Science Series ,#359","Dieter Gawlick (Editor), Andreas Reuter (Editor), Mark Haynie (Editor)",334.0
High Temperature Glass Melt Property Database for Process Modeling,9.0,1.0,1611,1.0,Wiley,9780000000000.0,,5.0,,"Thomas P. Seward, Terese Vascott, Thomas P. Seward (Editor)",291.0
Hitchhiker's Guide to Visual Basic and SQL Server,10.0,1.0,1612,6.0,Microsoft Press,9780000000000.0,,98.0,Microsoft Programming Titles Series,"William R. Vaughn, Vaughn",750.0
"hnlichkeitssuche in der """"Lost Art Internet Database""""",3.0,8.0,1613,,GRIN Verlag,9780000000000.0,German,4.0,,Christian Urban,56.0
Hortivar: Horticulture Cultivars Performance Database. Version 2.1,1.0,28.0,1614,,Food & Agriculture Organization of the United Nations,9790000000000.0,,3.0,,Food and Agriculture Organization of the United Nations,
"House Hearing, 108th Congress: Database and Collections of Information Misappropriations",9.0,5.0,1615,,BiblioGov,9780000000000.0,,13.0,,U. S. Government Printing Office (Gpo) (Created by),162.0
"House Hearing, 109th Congress: Icann and the Who Is Database: Providing Access to Protect Consumers from Phishing",11.0,4.0,1616,,BiblioGov,9780000000000.0,,13.0,,U. S. Government Printing Office (Gpo) (Created by),160.0
How Do I Use a Database?,8.0,1.0,1617,,Britannica Educational Publishing,9780000000000.0,,14.0,Research Tools You Can Use,Laura La Bella,32.0
How to Design a Simple Recommendation System for Any Large Database,12.0,28.0,1618,,AV Akademikerverlag GmbH & Co. KG.,9780000000000.0,,12.0,,"Jafarkarimi Hosein, Dalvi Esfahani Mohammad, Saadatdoost Robab",132.0
How To Do Everything With Access 2002,4.0,27.0,1619,1.0,"McGraw-Hill Companies, The",9780000000000.0,,1.0,How to Do Everything Series,"Virginia Andersen, Andersen, Megg Bonar (Editor)",692.0
How to Do Everything with Access 2003  ,8.0,8.0,1620,2.0,McGraw-Hill Professional Publishing,9780000000000.0,,3.0,How to Do Everything Series,"Virginia Andersen, Megg Bonar (Editor)",556.0
How to Do Everything with Microsoft Office Access 2007,12.0,21.0,1621,1.0,McGraw-Hill Professional Publishing,9780000000000.0,,6.0,How to Do Everything Series,Virginia Andersen,1024.0
How to Find a Research Topic?: Introduction to Databases for Finding a Topic,7.0,25.0,1622,,CreateSpace Publishing,9780000000000.0,Persian,14.0,,Dr Azadeh Nemati,84.0
How to Get Published Free: and Make Money: Using Web Strategies of Database Logic to Market Your Book on the Internet,7.0,28.0,1623,,Lulu.com,9780000000000.0,,5.0,,David Rising,104.0
How to Secure and Audit Oracle 10g and 11g,3.0,10.0,1624,,Taylor & Francis,9780000000000.0,,9.0,,Ron Ben-Natan,470.0
How to Use Microsoft Access 2000,7.0,21.0,1625,1.0,Sams,9780000000000.0,,99.0,How to Use Series,"Pamela Rice-Hahn, Pamela Rice Hahn (Joint Author), Keith Giddeon, Keith Giddeon",350.0
"Human-Computer Interaction: Design and Development Approaches: 14th International Conference, HCI International 2011, Orlando, FL, USA, July 9-14, 2011, Proceedings, Part I",8.0,30.0,1626,1.0,Springer Berlin Heidelberg,9780000000000.0,,11.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI ,#6761",Julie A. Jacko (Editor),703.0
Human Genetic Biobanks in Asia: Politics of Trust and Scientific Advancement,9.0,1.0,1627,,Taylor & Francis,9780000000000.0,,8.0,Routledge Contemporary Asia Series,Margaret Sleeboom-Faulkner (Editor),224.0
"Human Interface and the Management of Information. Information and Interaction: Symposium on Human Interface 2009, Held as Part of HCI International 2009, San Diego, CA, USA, July 19-24, 2009, Proceedings, Part II",7.0,1.0,1628,1.0,Springer Berlin Heidelberg,9780000000000.0,,9.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5618","Gavriel Salvendy (Editor), Michael J. Smith (Editor)",877.0
"Human Interface and the Management of Information. Methods, Techniques and Tools in Information Design: Symposium on Human Interface 2007, Held as Part of HCI International 2007, Beijing, China, July 22-27, 2007, Proceedings, Part I",8.0,17.0,1629,1.0,Springer Berlin Heidelberg,9780000000000.0,,7.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4557","Michael J. Smith (Editor), Gavriel Salvendy (Editor)",1030.0
